ID;Company;Company Size;Location;Technology;Seniority;Salary Employment Min;Salary Employment Max;Salary B2B Min;Salary B2B Max
f6f737dd3652aba1b9cc6233aee0d125;HL Tech Sp. z o.o.;100.0;Poznań;Python;mid;12000.0;16000.0;-1;-1
92edf363049f076d8b2ee0d65bd7e77f;HL Tech Sp. z o.o.;100.0;Kraków;Python;mid;12000.0;16000.0;-1;-1
81d11b37ce97f3d9e913b71520425681;HL Tech Sp. z o.o.;100.0;Warszawa;Java;mid;13000.0;18500.0;-1;-1
a0161f5a09ef27a5eef10777c9f43686;HL Tech Sp. z o.o.;100.0;Gdańsk;Java;mid;13000.0;18500.0;-1;-1
a307dd3387b85236aa3a8f8f20015cb8;HL Tech Sp. z o.o.;100.0;Wrocław;Java;mid;13000.0;18500.0;-1;-1
f493560c7e557deaa0e15faa70644c56;HL Tech Sp. z o.o.;100.0;Poznań;Java;mid;13000.0;18500.0;-1;-1
1ef3d14196cd02c6486d37a9c2ca4796;HL Tech Sp. z o.o.;100.0;Kraków;Java;mid;13000.0;18500.0;-1;-1
f3c6d612c8d3792e8d211ec14f42bfb4;KMD Poland;1000.0;Remote;C#;senior;-1;-1;23500.0;32000.0
069e610ffb824210b5be2b9d27afddd5;KMD Poland;1000.0;Remote;Java;senior;-1;-1;23000.0;28000.0
075416dd84ee92ef14e7087a1aae2466;KMD Poland;1000.0;Remote;C#;senior;-1;-1;21000.0;26000.0
80f9fdca38276a7f74df0d84e6a7a740;KMD Poland;1000.0;Remote;JavaScript;senior;-1;-1;23000.0;28000.0
04c9646327b0844bf66222b58cb123a2;Ringier Axel Springer Tech;100.0;Warszawa;JavaScript;senior;16000.0;21700.0;18100.0;25200.0
95a41b28dd34ded56a3c4eff67f7ae03;Ringier Axel Springer Tech;100.0;Wrocław;JavaScript;senior;16000.0;21700.0;18100.0;25200.0
d4e593014d80d8881912cc7c20b5a39a;Ringier Axel Springer Tech;100.0;Kraków;JavaScript;senior;16000.0;21700.0;18100.0;25200.0
d58dbaffea4bdbc6caa0d365a499218b;Ringier Axel Springer Tech;100.0;Kraków;Python;mid;10100.0;16800.0;11700.0;19600.0
7da05e3c2673285c64cac3a3841ad12c;Ringier Axel Springer Tech;100.0;Warszawa;Python;mid;10100.0;16800.0;11700.0;19600.0
3f717b287974ee6f17579176092c1242;Ringier Axel Springer Tech;100.0;Wrocław;Python;mid;10100.0;16800.0;11700.0;19600.0
21d34aa165e18f1bf6faa66c31c50619;Ringier Axel Springer Tech;100.0;Kraków;JavaScript;senior;13000.0;21700.0;15100.0;25200.0
cfc2e61579ff61a4fa4200f47aa3cd1b;Ringier Axel Springer Tech;100.0;Warszawa;JavaScript;senior;13000.0;21700.0;15100.0;25200.0
169b12b7939dce36c34500e4ad8c9134;Ringier Axel Springer Tech;100.0;Wrocław;JavaScript;senior;13000.0;21700.0;15100.0;25200.0
